book_id,title,downloads
45304,"The City of God, Volume I",19950.0
768,Wuthering Heights,42797.0
84,"Frankenstein; or, the modern prometheus",150546.0
2701,"Moby Dick; Or, The Whale",116573.0
26471,Spoon River Anthology,7588.0
1342,Pride and Prejudice,86747.0
1513,Romeo and Juliet,69731.0
25124,老殘遊記,759.0
100,The Complete Works of William Shakespeare,56824.0
27166,吶喊,1355.0
2641,A Room with a View,55377.0
145,Middlemarch,54079.0
28942,"The Junior Classics, Volume 1: Fairy and wonder tales",4358.0
11,Alice's Adventures in Wonderland,52940.0
37106,"Little Women; Or, Meg, Jo, Beth, and Amy",52745.0
26225,Fifteen Thousand Useful Phrases,4809.0
67979,The Blue Castle: a novel,44925.0
16389,The Enchanted April,43585.0
26296,"Les mille et une nuits, tome premier",5611.0
7290,"韓詩外傳, Complete",18304.0
2160,The Expedition of Humphry Clinker,40492.0
6761,The Adventures of Ferdinand Count Fathom — Complete,40734.0
23908,夢中緣,5548.0
394,Cranford,40494.0
6271,"Embers, Complete",4866.0
50498,The Raft,13226.0
24141,警世通言,4089.0
6593,"History of Tom Jones, a Foundling",39204.0
4085,The Adventures of Roderick Random,39271.0
22788,The Federalist Papers,4020.0
2554,Crime and Punishment,50199.0
1259,Twenty years after,39980.0
5197,My Life — Volume 1,40235.0
43,The strange case of Dr. Jekyll and Mr. Hyde,55107.0
28054,The Brothers Karamazov,31896.0
23945,新序,653.0
345,Dracula,31767.0
1260,Jane Eyre: An Autobiography,45255.0
21436,Poems Every Child Should Know,2136.0
16328,Beowulf: An Anglo-Saxon Epic Poem,44066.0
1184,The Count of Monte Cristo,36464.0
174,The Picture of Dorian Gray,35817.0
98,A Tale of Two Cities,31646.0
64317,The Great Gatsby,33088.0
19315,The Poems of Giacomo Leopardi,0.0
1080,"A Modest ProposalFor preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick",0.0
844,The Importance of Being Earnest: A Trivial Comedy for Serious People,0.0
8492,The King in Yellow,0.0
76,Adventures of Huckleberry Finn,29404.0
1661,The Adventures of Sherlock Holmes,28773.0
26301,Pride and Prejudice,3132.0
1023,Bleak House,0.0
28761,Life in Mexico,1814.0
22981,Letters of Two Brides,0.0
19839,Emma,2486.0
22452,Howards End,0.0
1232,The Prince,24801.0
4300,Ulysses,23057.0
28811,Barchester Towers,0.0
5200,Metamorphosis,0.0
165,McTeague: A Story of San Francisco,2366.0
22964,Sense and Sensibility,0.0
20027,Grimms' Fairy Tales,0.0
1998,Thus Spake Zarathustra: A Book for All and None,0.0
2591,Grimms' Fairy Tales,23532.0
2600,War and Peace,23619.0
26274,The Swiss Family Robinson,2918.0
20228,Noli Me Tangere,0.0
45,Anne of Green Gables,21710.0
3206,Moby Multiple Language Lists of Common Words,0.0
3296,The Confessions of St. Augustine,21759.0
51912,"The Boss, and How He Came to Rule New York",0.0
2542,A Doll's House : a play,30565.0
36034,"White nights, and other stories",26663.0
26264,The Return of the Native,0.0
1400,Great Expectations,24542.0
22962,Mansfield Park,1637.0
3207,Leviathan,24927.0
26184,Simple Sabotage Field Manual,0.0
26297,Little Women,2171.0
20676,Genesis,0.0
8800,The divine comedy,18358.0
26458,Age of Innocence,2193.0
205,"Walden, and On The Duty Of Civil Disobedience",0.0
120,Treasure Island,21555.0
4363,Beyond Good and Evil,0.0
23709,The Burgess Bird Book for Children,1004.0
72679,"The lesser Key of Solomon, Goetia, the book of evil spirits :  contains two hundred diagrams and seals for invocation and convocation of spirits, necromancy, witchcraft and black art",0.0
28946,Gulliver's Travels,0.0
3159,The Hermit of Far End,0.0
21181,Villette,0.0
1952,The Yellow Wallpaper,0.0
74,"The Adventures of Tom Sawyer, Complete",0.0
5740,Tractatus Logico-Philosophicus,10072.0
20593,Anne of Green Gables,2567.0
28794,"Moby Dick; Or, The Whale",0.0
2680,Meditations,0.0
77989,The Gostak and the Doshes,0.0
22789,On the Duties of the Clergy,3737.0
55,The Wonderful Wizard of Oz,0.0
